N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
16,32,8,2,wnli,fc35/MatMul,943719,796263,1207959552,9437184,18874368,18874368,1207959552,18874368,37748736,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc36/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc37/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc38/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc39/MatMul,267387,230523,301989888,2359296,6291456,6291456,301989888,4718592,10223616,3145728,50,65536,16384,32768,1
16,32,8,2,wnli,fc40/MatMul,2264925,1675101,2415919104,18874368,75497472,75497472,2415919104,18874368,75497472,37748736,50,65536,16384,32768,1
16,32,8,2,wnli,fc41/MatMul,943719,796263,1207959552,9437184,18874368,18874368,1207959552,18874368,37748736,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc42/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc43/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc44/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc45/MatMul,267387,230523,301989888,2359296,6291456,6291456,301989888,4718592,10223616,3145728,50,65536,16384,32768,1
16,32,8,2,wnli,fc46/MatMul,2264925,1675101,2415919104,18874368,75497472,75497472,2415919104,18874368,75497472,37748736,50,65536,16384,32768,1
16,32,8,2,wnli,fc47/MatMul,943719,796263,1207959552,9437184,18874368,18874368,1207959552,18874368,37748736,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc48/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc49/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc50/MatMul,566232,418776,603979776,4718592,18874368,18874368,603979776,4718592,18874368,9437184,50,65536,16384,32768,1
16,32,8,2,wnli,fc51/MatMul,267387,230523,301989888,2359296,6291456,6291456,301989888,4718592,10223616,3145728,50,65536,16384,32768,1
16,32,8,2,wnli,fc52/MatMul,2264925,1675101,2415919104,18874368,75497472,75497472,2415919104,18874368,75497472,37748736,50,65536,16384,32768,1
